-38.39165,143.78193
-38.3376,143.57676
-38.28272,144.48709
-38.23927,144.37969
-38.21581,144.26807
-38.20395,144.3412
-38.18483,144.41901
-38.17581,144.56673
-38.14246,144.30027
-38.14152,144.30033
-38.13949,144.33785
-38.07969,144.36848
-38.07531,144.33234
-38.05539,144.35931
-38.0488,144.35814
-38.04871,144.36069
-38.0115,145.11905
-38.00542,145.21465
-38.00088,144.49366
-37.95487,145.11126
-37.88725,144.5943
-37.88234,144.59533
-37.8506,144.74649
-37.84203,144.64035
-37.84193,144.64019
-37.84073,144.76482
-37.84062,144.76185
-37.83864,144.73925
-37.83751,144.73503
-37.83638,144.74023
-37.83445,144.70899
-37.83423,144.73617
-37.83388,144.73618
-37.83159,144.81593
-37.8312,144.81654
-37.83084,144.77169
-37.83079,144.77269
-37.83034,144.77239
-37.83029,144.77186
-37.83024,144.7725
-37.8301,144.76358
-37.82939,144.80341
-37.8272,144.72629
-37.82589,144.7101
-37.82535,140.7889
-37.82525,140.78854
-37.8249,144.7478
-37.82475,144.74699
-37.81879,144.72026
-37.76412,144.74409
-37.71846,144.6181
-37.71549,144.67385
-37.71364,144.62201
-37.71339,144.62949
-37.7124,144.61996
-36.8436,174.76942
-36.84178,174.77217
-36.6123,149.47759
-36.41053,174.63163
-35.57792,149.09141
-35.49716,150.34979
-35.37828,149.24217
-35.37493,149.24694
-35.37146,149.25075
-35.37099,149.25116
-35.35617,150.46738
-35.33869,149.24829
-35.28944,149.19235
-35.27647,149.03697
-35.27361,149.12219
-35.27264,149.1206
-35.25925,138.48259
-35.25376,138.48223
-35.19531,149.10898
-35.18955,149.11355
-35.14968,147.46986
-35.1138,138.98907
-35.09877,138.96647
-35.09657,138.96368
-35.06869,138.87975
-35.0643,138.93911
-35.06254,138.93696
-35.05897,138.8427
-35.05764,138.91621
-35.05702,138.908
-35.05654,138.90643
-35.05551,138.86241
-35.05524,138.8636
-35.05421,138.86713
-35.05326,138.8772
-35.05314,138.87682
-35.02272,138.56133
-35.02057,138.56527
-35.01909,138.56703
-35.01704,138.56556
-35.01355,138.5731
-35.01254,138.57637
-35.0103,138.57459
-35.00363,138.52788
-34.98709,138.59328
-34.96087,138.54006
-34.9604,138.53956
-34.91374,150.58466
-34.91211,150.60315
-34.90912,-58.0042
-34.89847,150.61887
-34.89024,138.65092
-34.87509,138.63775
-34.85766,150.61147
-34.85563,150.61256
-34.8476,138.60182
-34.84749,138.60184
-34.83982,138.53473
-34.83909,138.59934
-34.83908,150.59516
-34.83755,138.5334
-34.83736,138.53358
-34.83411,138.55968
-34.83393,138.56022
-34.83381,138.56055
-34.83375,138.56015
-34.81091,150.63478
-34.8097,150.62372
-34.77477,150.69115
-34.77395,150.69678
-34.73222,149.70593
-34.71829,138.60697
-34.71788,138.60676
-34.71593,138.60632
-34.71562,138.60684
-34.5939,138.74876
-34.59292,138.74506
-34.59079,150.85899
-34.58045,150.79423
-34.57966,150.79405
-34.57827,150.79947
-34.57459,150.78573
-34.57264,138.74654
-34.56968,150.74478
-34.55142,150.78273
-34.53113,150.78683
-34.52956,150.78617
-34.48604,150.41475
-34.48307,150.41283
-34.47345,150.42061
-34.46918,150.82708
-34.46828,150.82707
-34.46627,150.77833
-34.46601,150.80342
-34.466,150.85409
-34.46566,150.85377
-34.46064,150.77378
-34.45225,150.43848
-34.45065,150.44943
-34.42179,150.89085
-34.39352,150.89182
-34.39084,150.90332
-34.38923,150.90521
-34.36095,150.49685
-34.22836,150.66645
-34.21186,150.60398
-34.20384,150.61103
-34.17722,150.60945
-34.17446,150.60833
-34.04331,150.74441
-34.04322,150.74433
-34.04311,151.13344
-34.03951,150.76154
-34.03737,150.83475
-34.03728,150.8346
-34.03723,150.83486
-34.03715,150.83438
-34.03713,150.83436
-34.03705,150.83439
-34.01408,150.78249
-33.99429,150.86175
-33.97215,150.86303
-33.96121,150.57327
-33.9612,150.57342
-33.96088,150.57339
-33.96083,150.57343
-33.96073,150.57342
-33.95387,150.88513
-33.94941,150.8681
-33.94924,150.89834
-33.949,150.89471
-33.94897,150.89473
-33.94284,150.76476
-33.94148,150.90734
-33.94042,151.09424
-33.94031,151.08749
-33.94027,151.08752
-33.93976,151.08774
-33.93841,150.95093
-33.93706,151.10402
-33.93442,151.17241
-33.93422,150.88055
-33.93335,150.86141
-33.93299,150.86175
-33.93298,150.86127
-33.93296,150.86167
-33.9329,150.86279
-33.93287,150.86143
-33.93283,150.86147
-33.93276,150.86143
-33.92796,150.92988
-33.92484,150.87531
-33.9246,151.22944
-33.92405,150.9144
-33.92174,151.04083
-33.92043,151.18847
-33.92007,151.18759
-33.91993,151.18844
-33.91991,151.18894
-33.91981,151.18548
-33.91968,150.82206
-33.91938,151.18806
-33.91926,151.18205
-33.91808,151.18728
-33.91643,150.90938
-33.9159,151.18484
-33.91475,151.17989
-33.91416,150.69429
-33.91389,150.84293
-33.91265,150.88291
-33.90116,151.05353
-33.90017,150.60558
-33.88912,150.69291
-33.88731,150.85876
-33.88414,150.69692
-33.883,150.69796
-33.88283,150.69813
-33.88268,150.88769
-33.88116,151.00315
-33.87339,150.91987
-33.86963,150.69902
-33.86739,150.64097
-33.86602,150.91221
-33.866,150.93824
-33.86525,150.70011
-33.86465,150.7011
-33.86458,150.70792
-33.86446,150.70656
-33.84927,151.20397
-33.83673,151.2095
-33.83565,151.21336
-33.82926,151.02181
-33.82546,151.22964
-33.81032,150.8468
-33.81027,150.92719
-33.80977,150.92742
-33.80912,150.8006
-33.80867,150.80013
-33.80817,150.69493
-33.80805,150.69492
-33.79964,150.8265
-33.79322,150.69916
-33.79304,151.08305
-33.78637,150.85451
-33.78278,151.04833
-33.76817,150.68918
-33.76255,150.98889
-33.76166,150.7869
-33.75979,151.04251
-33.75743,150.98948
-33.75605,150.98613
-33.75436,151.1196
-33.75388,150.81058
-33.75201,150.68723
-33.74927,150.6871
-33.74873,150.95925
-33.74835,150.96113
-33.74832,150.68677
-33.7482,150.68861
-33.74779,150.71491
-33.74284,150.69791
-33.74252,150.69773
-33.73763,150.94821
-33.73545,150.60531
-33.73351,151.1281
-33.72118,150.99856
-33.70596,151.18728
-33.69833,150.73484
-33.69716,150.96698
-33.69072,151.01737
-33.67119,150.87235
-33.67107,150.87273
-33.66188,150.85732
-33.66178,150.85725
-33.66158,150.85707
-33.66157,150.8571
-33.65926,150.6773
-33.6592,150.67763
-33.65919,150.67777
-33.65916,150.67774
-33.65912,150.67742
-33.6591,150.67788
-33.65893,150.67899
-33.65593,151.29362
-33.64622,150.28437
-33.6461,150.2845
-33.64502,150.28409
-33.63906,150.68221
-33.63598,150.68639
-33.63252,150.28519
-33.63248,150.28529
-33.63237,150.28464
-33.60492,150.75659
-33.60279,150.82264
-33.60057,150.82127
-33.58348,150.24115
-33.49995,151.39027
-33.49993,151.39015
-33.4999,151.39009
-33.49444,151.39211
